ENSG00000151575	FBgn0069913
ENSG00000125695	FBgn0031544
ENSG00000108588	FBgn0031544
ENSG00000125454	FBgn0037852
ENSG00000153904	FBgn0030467
ENSG00000213722	FBgn0030467
ENSG00000061676	FBgn0011771
ENSG00000123338	FBgn0011771
ENSG00000130956	FBgn0024183
ENSG00000142864	FBgn0024183
ENSG00000165661	FBgn0038918
ENSG00000116260	FBgn0038918
ENSG00000144645	FBgn0035181
ENSG00000144909	FBgn0035181
ENSG00000157456	FBgn0000405
ENSG00000134057	FBgn0000405
ENSG00000072958	FBgn0024833
ENSG00000129354	FBgn0024833
ENSG00000093072	FBgn0043025
ENSG00000269242	FBgn0032069
ENSG00000104774	FBgn0032069
ENSG00000269590	FBgn0032069
ENSG00000185267	FBgn0027095
ENSG00000145050	FBgn0027095
ENSG00000161513	FBgn0015582
ENSG00000169692	FBgn0030421
ENSG00000204310	FBgn0030421
ENSG00000107372	FBgn0266410
ENSG00000086666	FBgn0266410
ENSG00000174165	FBgn0039368
ENSG00000133997	FBgn0024330
ENSG00000101161	FBgn0036828
ENSG00000196865	FBgn0250830
ENSG00000121579	FBgn0024188
ENSG00000182179	FBgn0023143
ENSG00000130985	FBgn0023143
ENSG00000156671	FBgn0052380
ENSG00000091483	FBgn0036162
ENSG00000188386	FBgn0036771
ENSG00000273398	FBgn0036771
ENSG00000074603	FBgn0039240
ENSG00000142002	FBgn0039240
ENSG00000146006	FBgn0028872
ENSG00000162951	FBgn0028872
ENSG00000176204	FBgn0028872
ENSG00000198739	FBgn0028872
ENSG00000113812	FBgn0030877
ENSG00000076003	FBgn0025815
ENSG00000103653	FBgn0262081
ENSG00000203791	FBgn0031485
ENSG00000258539	FBgn0031485
ENSG00000100014	FBgn0025633
ENSG00000128487	FBgn0025633
ENSG00000105372	FBgn0039129
ENSG00000162643	FBgn0035799
ENSG00000124257	FBgn0035059
ENSG00000173110	FBgn0266599
ENSG00000126803	FBgn0266599
ENSG00000109971	FBgn0266599
ENSG00000204390	FBgn0266599
ENSG00000132600	FBgn0034817
ENSG00000198807	FBgn0003129
ENSG00000125813	FBgn0003129
ENSG00000163898	FBgn0030884
ENSG00000144837	FBgn0030884
ENSG00000188992	FBgn0030884
ENSG00000138078	FBgn0032969
ENSG00000085377	FBgn0032969
ENSG00000047315	FBgn0262955
ENSG00000262655	FBgn0026721
ENSG00000073060	FBgn0260004
ENSG00000198354	FBgn0037980
ENSG00000198889	FBgn0037980
ENSG00000198876	FBgn0037980
ENSG00000205903	FBgn0037317
ENSG00000070081	FBgn0052190
ENSG00000104805	FBgn0052190
ENSG00000112739	FBgn0027587
ENSG00000123505	FBgn0019932
ENSG00000221818	FBgn0001319
ENSG00000088881	FBgn0001319
ENSG00000164330	FBgn0001319
ENSG00000108001	FBgn0001319
ENSG00000177084	FBgn0264326
ENSG00000198554	FBgn0033890
ENSG00000183684	FBgn0010774
ENSG00000117411	FBgn0039625
ENSG00000158850	FBgn0039625
ENSG00000121578	FBgn0039625
ENSG00000086062	FBgn0039625
ENSG00000186452	FBgn0035501
ENSG00000145244	FBgn0035501
ENSG00000178297	FBgn0035501
ENSG00000100312	FBgn0035501
ENSG00000187045	FBgn0035501
ENSG00000237412	FBgn0035501
ENSG00000178226	FBgn0035501
ENSG00000176040	FBgn0035501
ENSG00000149418	FBgn0035501
ENSG00000104941	FBgn0034957
ENSG00000111834	FBgn0034957
ENSG00000130755	FBgn0028894
ENSG00000197045	FBgn0028894
ENSG00000111845	FBgn0030630
ENSG00000107789	FBgn0026060
ENSG00000160111	FBgn0267488
ENSG00000106804	FBgn0267488
ENSG00000125730	FBgn0267488
ENSG00000244731	FBgn0267488
ENSG00000166535	FBgn0267488
ENSG00000175899	FBgn0267488
ENSG00000126838	FBgn0267488
ENSG00000177359	FBgn0267488
ENSG00000224389	FBgn0267488
ENSG00000114742	FBgn0033607
ENSG00000100246	FBgn0033687
ENSG00000112655	FBgn0004839
ENSG00000140750	FBgn0038747
ENSG00000006740	FBgn0038747
ENSG00000100092	FBgn0038747
ENSG00000189067	FBgn0052280
ENSG00000089486	FBgn0052280
ENSG00000120053	FBgn0001124
ENSG00000169154	FBgn0001124
ENSG00000165637	FBgn0069354
ENSG00000078668	FBgn0069354
ENSG00000213585	FBgn0069354
ENSG00000172590	FBgn0033208
ENSG00000148730	FBgn0261560
ENSG00000243056	FBgn0261560
ENSG00000187840	FBgn0261560
ENSG00000099942	FBgn0024811
ENSG00000167193	FBgn0024811
ENSG00000135404	FBgn0032074
ENSG00000157764	FBgn0003079
ENSG00000078061	FBgn0003079
ENSG00000132155	FBgn0003079
ENSG00000204628	FBgn0020618
ENSG00000124570	FBgn0028983
ENSG00000166396	FBgn0028983
ENSG00000166401	FBgn0028983
ENSG00000117601	FBgn0028983
ENSG00000197632	FBgn0028983
ENSG00000197641	FBgn0028983
ENSG00000021355	FBgn0028983
ENSG00000206075	FBgn0028983
ENSG00000206072	FBgn0028983
ENSG00000166634	FBgn0028983
ENSG00000170542	FBgn0028983
ENSG00000242550	FBgn0028983
ENSG00000057149	FBgn0028983
ENSG00000206073	FBgn0028983
ENSG00000037474	FBgn0026079
ENSG00000171595	FBgn0032520
ENSG00000129968	FBgn0053096
ENSG00000107362	FBgn0053096
ENSG00000136379	FBgn0053096
ENSG00000182333	FBgn0024740
ENSG00000173239	FBgn0024740
ENSG00000204021	FBgn0024740
ENSG00000107798	FBgn0024740
ENSG00000204022	FBgn0024740
ENSG00000204020	FBgn0024740
ENSG00000112306	FBgn0260441
ENSG00000136521	FBgn0011455
ENSG00000154803	FBgn0261111
ENSG00000264187	FBgn0261111
ENSG00000196747	FBgn0051618
ENSG00000276903	FBgn0051618
ENSG00000203812	FBgn0051618
ENSG00000275221	FBgn0051618
ENSG00000259399	FBgn0033209
ENSG00000101084	FBgn0033209
ENSG00000100219	FBgn0021872
ENSG00000134253	FBgn0031999
ENSG00000122026	FBgn0032987
ENSG00000215845	FBgn0001228
ENSG00000185565	FBgn0051708
ENSG00000172260	FBgn0051708
ENSG00000142549	FBgn0051708
ENSG00000183715	FBgn0051708
ENSG00000182667	FBgn0051708
ENSG00000119777	FBgn0053129
ENSG00000162688	FBgn0034618
ENSG00000163626	FBgn0035960
ENSG00000109610	FBgn0033631
ENSG00000107643	FBgn0000229
ENSG00000050748	FBgn0000229
ENSG00000109339	FBgn0000229
ENSG00000161031	FBgn0030310
ENSG00000170448	FBgn0035518
ENSG00000008853	FBgn0036980
ENSG00000072422	FBgn0036980
ENSG00000167264	FBgn0030554
ENSG00000107105	FBgn0260400
ENSG00000196361	FBgn0260400
ENSG00000066044	FBgn0260400
ENSG00000162374	FBgn0260400
ENSG00000198668	FBgn0000253
ENSG00000143933	FBgn0000253
ENSG00000160014	FBgn0000253
ENSG00000185651	FBgn0017456
ENSG00000129235	FBgn0040396
ENSG00000100228	FBgn0035255
ENSG00000109113	FBgn0035255
ENSG00000186687	FBgn0083986
ENSG00000111647	FBgn0083962
ENSG00000065060	FBgn0083962
ENSG00000023734	FBgn0034876
ENSG00000262633	FBgn0260856
ENSG00000108433	FBgn0260856
ENSG00000230124	FBgn0064116
ENSG00000125337	FBgn0002924
ENSG00000140859	FBgn0002924
ENSG00000167702	FBgn0002924
ENSG00000088826	FBgn0036749
ENSG00000148832	FBgn0036749
ENSG00000008283	FBgn0035321
ENSG00000162144	FBgn0035321
ENSG00000071967	FBgn0035321
ENSG00000139083	FBgn0000097
ENSG00000010030	FBgn0000097
ENSG00000103375	FBgn0034882
ENSG00000122390	FBgn0036039
ENSG00000117425	FBgn0003892
ENSG00000185920	FBgn0003892
ENSG00000136982	FBgn0034495
ENSG00000196531	FBgn0086904
ENSG00000253506	FBgn0086904
ENSG00000136274	FBgn0086904
ENSG00000105516	FBgn0034096
ENSG00000167074	FBgn0034096
ENSG00000108924	FBgn0034096
ENSG00000124813	FBgn0003300
ENSG00000020633	FBgn0003300
ENSG00000159216	FBgn0003300
ENSG00000183098	FBgn0041604
ENSG00000213420	FBgn0041604
ENSG00000063660	FBgn0041604
ENSG00000076716	FBgn0041604
ENSG00000144485	FBgn0000591
ENSG00000077380	FBgn0067861
ENSG00000158560	FBgn0067861
ENSG00000143162	FBgn0025456
ENSG00000175874	FBgn0025456
ENSG00000169764	FBgn0035978
ENSG00000136872	FBgn0000064
ENSG00000149925	FBgn0000064
ENSG00000109107	FBgn0000064
ENSG00000197563	FBgn0037915
ENSG00000198691	FBgn0083956
ENSG00000179869	FBgn0083956
ENSG00000064687	FBgn0083956
ENSG00000165029	FBgn0083956
ENSG00000107331	FBgn0083956
ENSG00000144452	FBgn0083956
ENSG00000088298	FBgn0023511
ENSG00000175832	FBgn0039225
ENSG00000006468	FBgn0039225
ENSG00000244405	FBgn0039225
ENSG00000160325	FBgn0261722
ENSG00000166035	FBgn0031426
ENSG00000175445	FBgn0031426
ENSG00000101670	FBgn0031426
ENSG00000137815	FBgn0040356
ENSG00000254999	FBgn0061198
ENSG00000082641	FBgn0262975
ENSG00000112182	FBgn0262975
ENSG00000196323	FBgn0262975
ENSG00000050344	FBgn0262975
ENSG00000116044	FBgn0262975
ENSG00000123405	FBgn0262975
ENSG00000156273	FBgn0262975
ENSG00000152763	FBgn0263988
ENSG00000108679	FBgn0030330
ENSG00000204347	FBgn0030330
ENSG00000178381	FBgn0031535
ENSG00000158552	FBgn0031535
ENSG00000135341	FBgn0026323
ENSG00000148835	FBgn0011569
ENSG00000188641	FBgn0086450
ENSG00000148688	FBgn0022246
ENSG00000279956	FBgn0016650
ENSG00000170820	FBgn0016650
ENSG00000165409	FBgn0016650
ENSG00000138039	FBgn0016650
ENSG00000100413	FBgn0036188
ENSG00000177054	FBgn0259824
ENSG00000186908	FBgn0259824
ENSG00000172113	FBgn0030573
ENSG00000133195	FBgn0033665
ENSG00000156587	FBgn0035584
ENSG00000064886	FBgn0035398
ENSG00000133048	FBgn0035398
ENSG00000085465	FBgn0035398
ENSG00000134216	FBgn0035398
ENSG00000133063	FBgn0035398
ENSG00000154764	FBgn0004360
ENSG00000188064	FBgn0004360
ENSG00000105671	FBgn0010220
ENSG00000170162	FBgn0003975
ENSG00000206538	FBgn0003975
ENSG00000135925	FBgn0031903
ENSG00000169884	FBgn0031903
ENSG00000072786	FBgn0035001
ENSG00000065613	FBgn0035001
ENSG00000159069	FBgn0031773
ENSG00000164080	FBgn0034976
ENSG00000125772	FBgn0038008
ENSG00000162736	FBgn0039234
ENSG00000072803	FBgn0023423
ENSG00000166167	FBgn0023423
ENSG00000115364	FBgn0037608
ENSG00000186334	FBgn0052079
ENSG00000186335	FBgn0052079
ENSG00000123643	FBgn0052079
ENSG00000180773	FBgn0052079
ENSG00000235173	FBgn0039417
ENSG00000174016	FBgn0050497
ENSG00000158246	FBgn0050497
ENSG00000183508	FBgn0050497
ENSG00000112773	FBgn0050497
ENSG00000178075	FBgn0050284
ENSG00000023171	FBgn0050284
ENSG00000089351	FBgn0050284
ENSG00000116830	FBgn0002542
ENSG00000103091	FBgn0032339
ENSG00000215845	FBgn0038080
ENSG00000106367	FBgn0039132
ENSG00000182287	FBgn0039132
ENSG00000152056	FBgn0039132
ENSG00000145283	FBgn0030756
ENSG00000126903	FBgn0030756
ENSG00000125255	FBgn0030756
ENSG00000145248	FBgn0030756
ENSG00000100652	FBgn0030756
ENSG00000253598	FBgn0030756
ENSG00000153944	FBgn0260943
ENSG00000135097	FBgn0260943
ENSG00000135821	FBgn0001145
ENSG00000103510	FBgn0039585
ENSG00000149823	FBgn0034380
ENSG00000163093	FBgn0037280
ENSG00000251569	FBgn0037280
ENSG00000137573	FBgn0040271
ENSG00000196562	FBgn0040271
ENSG00000172680	FBgn0033773
ENSG00000197653	FBgn0013813
ENSG00000123130	FBgn0039855
ENSG00000265241	FBgn0033378
ENSG00000132792	FBgn0037644
ENSG00000104093	FBgn0023458
ENSG00000172869	FBgn0023458
ENSG00000250479	FBgn0260747
ENSG00000106153	FBgn0260747
ENSG00000267110	FBgn0034352
ENSG00000167646	FBgn0034352
ENSG00000154832	FBgn0031513
ENSG00000137103	FBgn0039290
ENSG00000129925	FBgn0039290
ENSG00000187616	FBgn0039290
ENSG00000186862	FBgn0264006
ENSG00000095397	FBgn0264006
ENSG00000108599	FBgn0040079
ENSG00000149294	FBgn0000635
ENSG00000154654	FBgn0000635
ENSG00000099341	FBgn0036465
ENSG00000137563	FBgn0263608
ENSG00000051596	FBgn0037569
ENSG00000196747	FBgn0053847
ENSG00000276903	FBgn0053847
ENSG00000203812	FBgn0053847
ENSG00000275221	FBgn0053847
ENSG00000183751	FBgn0033454
ENSG00000261594	FBgn0032484
ENSG00000146242	FBgn0032484
ENSG00000151025	FBgn0051195
ENSG00000277399	FBgn0051195
ENSG00000142102	FBgn0032387
ENSG00000126603	FBgn0033782
ENSG00000171587	FBgn0021764
ENSG00000177103	FBgn0021764
ENSG00000004848	FBgn0023489
ENSG00000143819	FBgn0034406
ENSG00000099219	FBgn0050043
ENSG00000213965	FBgn0032787
ENSG00000186564	FBgn0004896
ENSG00000251493	FBgn0004896
ENSG00000204779	FBgn0004896
ENSG00000187140	FBgn0004896
ENSG00000273514	FBgn0004896
ENSG00000184659	FBgn0004896
ENSG00000187559	FBgn0004896
ENSG00000184492	FBgn0004896
ENSG00000170122	FBgn0004896
ENSG00000140450	FBgn0037518
ENSG00000265972	FBgn0037518
ENSG00000113369	FBgn0037518
ENSG00000105643	FBgn0037518
ENSG00000163811	FBgn0050349
ENSG00000197959	FBgn0003392
ENSG00000079805	FBgn0003392
ENSG00000106976	FBgn0003392
ENSG00000175334	FBgn0031977
ENSG00000104388	FBgn0014009
ENSG00000129472	FBgn0014009
ENSG00000153064	FBgn0020299
ENSG00000155629	FBgn0020299
ENSG00000142541	FBgn0037351
ENSG00000119431	FBgn0029712
ENSG00000109534	FBgn0011824
ENSG00000186462	FBgn0267366
ENSG00000204118	FBgn0267366
ENSG00000186310	FBgn0267366
ENSG00000205531	FBgn0267366
ENSG00000187109	FBgn0267366
ENSG00000120051	FBgn0039491
ENSG00000135205	FBgn0039491
ENSG00000129595	FBgn0085376
ENSG00000166797	FBgn0034543
ENSG00000274290	FBgn0053904
ENSG00000123569	FBgn0053904
ENSG00000101812	FBgn0053904
ENSG00000277224	FBgn0053904
ENSG00000180596	FBgn0053904
ENSG00000227345	FBgn0023216
ENSG00000156482	FBgn0086710
ENSG00000183378	FBgn0036817
ENSG00000187950	FBgn0036817
ENSG00000143442	FBgn0033998
ENSG00000169548	FBgn0033998
ENSG00000056277	FBgn0033998
ENSG00000275004	FBgn0033998
ENSG00000137871	FBgn0033998
ENSG00000110934	FBgn0027356
ENSG00000136717	FBgn0027356
ENSG00000078053	FBgn0027356
ENSG00000123415	FBgn0038490
ENSG00000102312	FBgn0004957
ENSG00000197892	FBgn0019968
ENSG00000137177	FBgn0019968
ENSG00000153071	FBgn0000414
ENSG00000173406	FBgn0000414
ENSG00000127585	FBgn0052085
ENSG00000118655	FBgn0037338
ENSG00000152457	FBgn0037338
ENSG00000007541	FBgn0086448
ENSG00000164494	FBgn0037044
ENSG00000075415	FBgn0034497
ENSG00000165434	FBgn0033377
ENSG00000169299	FBgn0033377
ENSG00000105287	FBgn0038603
ENSG00000184304	FBgn0038603
ENSG00000115825	FBgn0038603
ENSG00000118873	FBgn0027505
ENSG00000124782	FBgn0003053
ENSG00000128266	FBgn0001104
ENSG00000117016	FBgn0053547
ENSG00000101098	FBgn0053547
ENSG00000143153	FBgn0032946
ENSG00000186009	FBgn0032946
ENSG00000129244	FBgn0032946
ENSG00000069849	FBgn0032946
ENSG00000101892	FBgn0032946
ENSG00000133606	FBgn0029152
ENSG00000075975	FBgn0029152
ENSG00000179455	FBgn0029152
ENSG00000139572	FBgn0025631
ENSG00000102098	FBgn0003334
ENSG00000010803	FBgn0003334
ENSG00000146285	FBgn0003334
ENSG00000113327	FBgn0001134
ENSG00000186297	FBgn0001134
ENSG00000151834	FBgn0001134
ENSG00000102287	FBgn0001134
ENSG00000011677	FBgn0001134
ENSG00000145863	FBgn0001134
ENSG00000109158	FBgn0001134
ENSG00000022355	FBgn0001134
ENSG00000163285	FBgn0001134
ENSG00000182256	FBgn0001134
ENSG00000186795	FBgn0033257
ENSG00000111300	FBgn0243511
ENSG00000111445	FBgn0032244
ENSG00000006744	FBgn0028426
ENSG00000143258	FBgn0031187
ENSG00000036672	FBgn0031187
ENSG00000130414	FBgn0019957
ENSG00000166183	FBgn0037759
ENSG00000137776	FBgn0039229
ENSG00000130254	FBgn0039229
ENSG00000160633	FBgn0039229
ENSG00000160193	FBgn0029857
ENSG00000130731	FBgn0040964
ENSG00000163286	FBgn0037083
ENSG00000162551	FBgn0037083
ENSG00000163295	FBgn0037083
ENSG00000163283	FBgn0037083
ENSG00000169762	FBgn0038569
ENSG00000129636	FBgn0036509
ENSG00000213965	FBgn0032791
ENSG00000054523	FBgn0267002
ENSG00000130294	FBgn0267002
ENSG00000205659	FBgn0029800
ENSG00000171174	FBgn0025640
ENSG00000240065	FBgn0010590
ENSG00000142507	FBgn0010590
ENSG00000005469	FBgn0039543
ENSG00000058799	FBgn0030435
ENSG00000130733	FBgn0030435
ENSG00000100784	FBgn0020412
ENSG00000162302	FBgn0020412
ENSG00000013293	FBgn0031064
ENSG00000267140	FBgn0040929
ENSG00000153391	FBgn0040929
ENSG00000112294	FBgn0039349
ENSG00000169021	FBgn0021906
ENSG00000143126	FBgn0024836
ENSG00000008300	FBgn0024836
ENSG00000075275	FBgn0024836
ENSG00000171960	FBgn0033089
ENSG00000035687	FBgn0027493
ENSG00000185100	FBgn0027493
ENSG00000105486	FBgn0262619
ENSG00000151136	FBgn0264711
ENSG00000166016	FBgn0264711
ENSG00000078098	FBgn0266354
ENSG00000197635	FBgn0266354
ENSG00000146282	FBgn0037526
ENSG00000167615	FBgn0032305
ENSG00000164853	FBgn0026058
ENSG00000166596	FBgn0035724
ENSG00000101197	FBgn0015247
ENSG00000091106	FBgn0015247
ENSG00000249437	FBgn0015247
ENSG00000023445	FBgn0015247
ENSG00000163098	FBgn0015247
ENSG00000101966	FBgn0015247
ENSG00000110330	FBgn0015247
ENSG00000116688	FBgn0029870
ENSG00000171109	FBgn0029870
ENSG00000258830	FBgn0004875
ENSG00000048991	FBgn0004875
ENSG00000172995	FBgn0004875
ENSG00000179912	FBgn0004875
ENSG00000109956	FBgn0036144
ENSG00000149541	FBgn0036144
ENSG00000112309	FBgn0036144
ENSG00000142657	FBgn0004654
ENSG00000164291	FBgn0035445
ENSG00000241489	FBgn0035445
ENSG00000010404	FBgn0035445
ENSG00000170485	FBgn0023076
ENSG00000134852	FBgn0023076
ENSG00000275052	FBgn0024555
ENSG00000100796	FBgn0024555
ENSG00000184207	FBgn0030348
ENSG00000241360	FBgn0030348
ENSG00000184216	FBgn0010441
ENSG00000090376	FBgn0010441
ENSG00000134070	FBgn0010441
ENSG00000198001	FBgn0010441
ENSG00000134250	FBgn0004647
ENSG00000148400	FBgn0004647
ENSG00000074181	FBgn0004647
ENSG00000130921	FBgn0050100
ENSG00000183077	FBgn0031821
ENSG00000164587	FBgn0004403
ENSG00000147592	FBgn0031987
ENSG00000153487	FBgn0038546
ENSG00000168556	FBgn0038546
ENSG00000151150	FBgn0011747
ENSG00000029534	FBgn0011747
ENSG00000145362	FBgn0011747
ENSG00000155329	FBgn0038389
ENSG00000174444	FBgn0003279
ENSG00000122741	FBgn0039601
ENSG00000064651	FBgn0036279
ENSG00000074803	FBgn0036279
ENSG00000070915	FBgn0036279
ENSG00000140564	FBgn0004598
ENSG00000115257	FBgn0004598
ENSG00000257103	FBgn0041775
ENSG00000149657	FBgn0041775
ENSG00000147202	FBgn0011202
ENSG00000139734	FBgn0011202
ENSG00000131504	FBgn0011202
ENSG00000144357	FBgn0260970
ENSG00000204370	FBgn0039112
ENSG00000255292	FBgn0039112
ENSG00000173540	FBgn0037279
ENSG00000133895	FBgn0031885
ENSG00000260836	FBgn0004882
ENSG00000214575	FBgn0004882
ENSG00000183569	FBgn0037070
ENSG00000267618	FBgn0033783
ENSG00000092871	FBgn0033783
ENSG00000170633	FBgn0033783
ENSG00000168237	FBgn0031428
ENSG00000048707	FBgn0052113
ENSG00000142513	FBgn0038912
ENSG00000014257	FBgn0038912
ENSG00000134575	FBgn0038912
ENSG00000141026	FBgn0260401
ENSG00000156515	FBgn0001187
ENSG00000160883	FBgn0001187
ENSG00000106633	FBgn0001187
ENSG00000159399	FBgn0001187
ENSG00000156510	FBgn0001187
ENSG00000156017	FBgn0023522
ENSG00000163541	FBgn0038708
ENSG00000163501	FBgn0004644
ENSG00000139549	FBgn0004644
ENSG00000164690	FBgn0004644
ENSG00000148248	FBgn0019925
ENSG00000137133	FBgn0031459
ENSG00000169567	FBgn0031459
ENSG00000175595	FBgn0002707
ENSG00000133606	FBgn0036809
ENSG00000075975	FBgn0036809
ENSG00000179455	FBgn0036809
ENSG00000184432	FBgn0025724
ENSG00000128039	FBgn0032014
ENSG00000181873	FBgn0037610
ENSG00000065154	FBgn0022774
ENSG00000205643	FBgn0037611
ENSG00000035141	FBgn0034362
ENSG00000185883	FBgn0262736
ENSG00000163719	FBgn0027506
ENSG00000162961	FBgn0032293
ENSG00000049656	FBgn0030456
ENSG00000165283	FBgn0034936
ENSG00000156469	FBgn0037008
ENSG00000155097	FBgn0262511
ENSG00000143882	FBgn0262511
ENSG00000196850	FBgn0039694
ENSG00000136877	FBgn0030407
ENSG00000154743	FBgn0051812
ENSG00000157426	FBgn0000527
ENSG00000173926	FBgn0034546
ENSG00000099785	FBgn0034546
ENSG00000149136	FBgn0010228
ENSG00000182307	FBgn0038673
ENSG00000100568	FBgn0264751
ENSG00000162300	FBgn0038950
ENSG00000134775	FBgn0266084
ENSG00000135723	FBgn0266084
ENSG00000125977	FBgn0004926
ENSG00000150275	FBgn0039709
ENSG00000075336	FBgn0031708
ENSG00000083845	FBgn0038277
ENSG00000048544	FBgn0038307
ENSG00000002549	FBgn0035915
ENSG00000048140	FBgn0031760
ENSG00000168785	FBgn0031760
ENSG00000108219	FBgn0031760
ENSG00000105887	FBgn0030982
ENSG00000103316	FBgn0030799
ENSG00000167862	FBgn0032261
ENSG00000128917	FBgn0000463
ENSG00000198719	FBgn0000463
ENSG00000141480	FBgn0052683
ENSG00000130561	FBgn0052683
ENSG00000137486	FBgn0052683
ENSG00000120500	FBgn0052683
ENSG00000106392	FBgn0031466
ENSG00000009950	FBgn0032940
ENSG00000175727	FBgn0032940
ENSG00000125409	FBgn0052819
ENSG00000153060	FBgn0052819
ENSG00000125875	FBgn0040005
ENSG00000164597	FBgn0024689
ENSG00000256206	FBgn0032492
ENSG00000129084	FBgn0032492
ENSG00000165637	FBgn0260453
ENSG00000078668	FBgn0260453
ENSG00000213585	FBgn0260453
ENSG00000080802	FBgn0051716
ENSG00000162999	FBgn0083992
ENSG00000100554	FBgn0022097
ENSG00000163286	FBgn0033423
ENSG00000162551	FBgn0033423
ENSG00000163295	FBgn0033423
ENSG00000163283	FBgn0033423
ENSG00000116096	FBgn0014032
ENSG00000064205	FBgn0052183
ENSG00000136999	FBgn0052183
ENSG00000118523	FBgn0052183
ENSG00000112761	FBgn0052183
ENSG00000104415	FBgn0052183
ENSG00000142871	FBgn0052183
ENSG00000165688	FBgn0033235
ENSG00000120265	FBgn0086768
ENSG00000120725	FBgn0039296
ENSG00000197299	FBgn0002906
ENSG00000130234	FBgn0012037
ENSG00000159640	FBgn0012037
ENSG00000264813	FBgn0012037
ENSG00000111615	FBgn0020305
ENSG00000275835	FBgn0026432
ENSG00000128159	FBgn0026432
ENSG00000126653	FBgn0030474
ENSG00000101442	FBgn0038576
ENSG00000066735	FBgn0031955
ENSG00000162849	FBgn0031955
ENSG00000113384	FBgn0267378
ENSG00000169271	FBgn0031037
ENSG00000152137	FBgn0031037
ENSG00000254445	FBgn0031037
ENSG00000170276	FBgn0031037
ENSG00000106211	FBgn0031037
ENSG00000155111	FBgn0015618
ENSG00000132964	FBgn0015618
ENSG00000237110	FBgn0024944
ENSG00000146378	FBgn0024944
ENSG00000135569	FBgn0024944
ENSG00000164270	FBgn0024944
ENSG00000146383	FBgn0024944
ENSG00000146399	FBgn0024944
ENSG00000146385	FBgn0024944
ENSG00000113749	FBgn0024944
ENSG00000158748	FBgn0024944
ENSG00000174231	FBgn0033688
ENSG00000088826	FBgn0036750
ENSG00000148832	FBgn0036750
ENSG00000169271	FBgn0001226
ENSG00000152137	FBgn0001226
ENSG00000254445	FBgn0001226
ENSG00000170276	FBgn0001226
ENSG00000106211	FBgn0001226
ENSG00000110536	FBgn0039111
ENSG00000101938	FBgn0003463
ENSG00000090539	FBgn0003463
ENSG00000054938	FBgn0003463
ENSG00000108556	FBgn0000038
ENSG00000196811	FBgn0000038
ENSG00000135902	FBgn0000038
ENSG00000170175	FBgn0000038
ENSG00000124570	FBgn0028986
ENSG00000166396	FBgn0028986
ENSG00000166401	FBgn0028986
ENSG00000117601	FBgn0028986
ENSG00000197632	FBgn0028986
ENSG00000197641	FBgn0028986
ENSG00000021355	FBgn0028986
ENSG00000206075	FBgn0028986
ENSG00000206072	FBgn0028986
ENSG00000166634	FBgn0028986
ENSG00000170542	FBgn0028986
ENSG00000242550	FBgn0028986
ENSG00000057149	FBgn0028986
ENSG00000206073	FBgn0028986
ENSG00000185324	FBgn0013435
ENSG00000153037	FBgn0015298
ENSG00000272869	FBgn0015298
ENSG00000136542	FBgn0034025
ENSG00000152484	FBgn0039025
ENSG00000109189	FBgn0039025
ENSG00000215474	FBgn0039932
ENSG00000188779	FBgn0039932
ENSG00000091651	FBgn0023180
ENSG00000034239	FBgn0037462
ENSG00000081237	FBgn0014007
ENSG00000072518	FBgn0026063
ENSG00000007047	FBgn0026063
ENSG00000116141	FBgn0026063
ENSG00000075413	FBgn0026063
ENSG00000147160	FBgn0033215
ENSG00000204195	FBgn0033215
ENSG00000062282	FBgn0033215
ENSG00000106384	FBgn0033215
ENSG00000124003	FBgn0033215
ENSG00000166391	FBgn0033215
ENSG00000184210	FBgn0033215
ENSG00000247626	FBgn0027083
ENSG00000141968	FBgn0040068
ENSG00000134215	FBgn0040068
ENSG00000160293	FBgn0040068
ENSG00000066322	FBgn0037765
ENSG00000164181	FBgn0037765
ENSG00000030066	FBgn0262647
ENSG00000274290	FBgn0053876
ENSG00000123569	FBgn0053876
ENSG00000101812	FBgn0053876
ENSG00000277224	FBgn0053876
ENSG00000180596	FBgn0053876
ENSG00000163354	FBgn0052320
ENSG00000141030	FBgn0027055
ENSG00000183833	FBgn0032648
ENSG00000204612	FBgn0004897
ENSG00000171956	FBgn0004897
ENSG00000018610	FBgn0028919
ENSG00000157954	FBgn0032935
ENSG00000070540	FBgn0032935
ENSG00000145476	FBgn0031726
ENSG00000163312	FBgn0002899
ENSG00000128965	FBgn0039109
ENSG00000108424	FBgn0262743
ENSG00000166825	FBgn0015541
ENSG00000188786	FBgn0040305
ENSG00000176887	FBgn0005612
ENSG00000124766	FBgn0005612
ENSG00000177732	FBgn0005612
ENSG00000204176	FBgn0261085
ENSG00000173227	FBgn0261085
ENSG00000019505	FBgn0261085
ENSG00000277758	FBgn0261085
ENSG00000163803	FBgn0031735
ENSG00000005059	FBgn0042185
ENSG00000156026	FBgn0042185
ENSG00000143751	FBgn0043455
ENSG00000185269	FBgn0044028
ENSG00000163904	FBgn0031208
ENSG00000119231	FBgn0031208
ENSG00000277957	FBgn0031208
ENSG00000161956	FBgn0031208
ENSG00000079387	FBgn0031208
ENSG00000198915	FBgn0037188
ENSG00000138670	FBgn0037188
ENSG00000146090	FBgn0037188
ENSG00000034239	FBgn0038089
ENSG00000175220	FBgn0036257
ENSG00000241484	FBgn0036257
