ENSG00000198888	MT-ND1
ENSG00000252192	GM22457
ENSG00000252192	GM25800
ENSG00000252192	GM23626
ENSG00000252192	GM24438
ENSG00000206749	GM22577
ENSG00000206749	GM24481
ENSG00000239112	SNORD123
ENSG00000223308	GM23537
ENSG00000110768	GTF2H1
ENSG00000200959	SNORA74A
ENSG00000200506	RNY3
ENSG00000120907	ADRA1A
ENSG00000221420	SNORA81
ENSG00000221420	GM22519
ENSG00000276105	GM27389
ENSG00000222459	GM25669
ENSG00000273768	GM26110
ENSG00000273768	GM22513
ENSG00000273768	RNU1B1
ENSG00000273768	GM22614
ENSG00000273768	RNU1B2
ENSG00000273768	GM24136
ENSG00000273768	GM24830
ENSG00000273768	GM26232
ENSG00000273768	RNU1B6
ENSG00000273768	GM25890
ENSG00000273768	GM22042
ENSG00000200686	GM24184
ENSG00000199483	GM23429
ENSG00000201823	GM25744
ENSG00000171502	COL24A1
ENSG00000252021	GM24184
ENSG00000179021	4930453N24RIK
ENSG00000223229	GM22481
ENSG00000206881	GM26253
ENSG00000207366	GM22764
ENSG00000207366	GM23106
ENSG00000167822	OLFR1057
ENSG00000167822	OLFR1062
ENSG00000167822	OLFR1045
ENSG00000196313	POM121
ENSG00000201355	GM26391
ENSG00000274450	GM22105
ENSG00000251866	GM24644
ENSG00000257062	SLCO1B2
ENSG00000276680	GM27741
ENSG00000099783	HNRNPM
ENSG00000201641	GM22333
ENSG00000206601	GM26002
ENSG00000206601	GM25935
ENSG00000252546	GM22385
ENSG00000281304	GM25735
ENSG00000281304	GM24576
ENSG00000281304	GM23563
ENSG00000281304	GM25072
ENSG00000281304	GM24809
ENSG00000281304	GM25574
ENSG00000281304	GM27854
ENSG00000281304	GM27896
ENSG00000281304	GM22993
ENSG00000281304	GM27956
ENSG00000281304	GM22906
ENSG00000281304	GM27651
ENSG00000281304	GM27316
ENSG00000281304	GM22662
ENSG00000281304	GM22642
ENSG00000281304	GM27826
ENSG00000251908	GM26424
ENSG00000089094	KDM2B
ENSG00000275933	GM23028
ENSG00000251764	GM27648
ENSG00000061455	PRDM6
ENSG00000201815	GM23167
ENSG00000222524	GM22198
ENSG00000252329	GM25434
ENSG00000275146	GM24339
ENSG00000251898	GM23751
ENSG00000275994	GM23482
ENSG00000275994	GM23012
ENSG00000251753	GM26049
ENSG00000252207	GM26381
ENSG00000199347	GM23287
ENSG00000199347	GM23143
ENSG00000199347	GM25099
ENSG00000199347	GM24871
ENSG00000128294	TPST2
ENSG00000105245	NUMBL
ENSG00000252549	GM25834
ENSG00000275853	GM25735
ENSG00000275853	GM24576
ENSG00000275853	GM23563
ENSG00000275853	GM25072
ENSG00000275853	GM24809
ENSG00000275853	GM25574
ENSG00000275853	GM27854
ENSG00000275853	GM27896
ENSG00000275853	GM22993
ENSG00000275853	GM27956
ENSG00000275853	GM22906
ENSG00000275853	GM27651
ENSG00000275853	GM27316
ENSG00000275853	GM22662
ENSG00000275853	GM22642
ENSG00000275853	GM27826
ENSG00000252927	GM26280
ENSG00000202490	GM23462
ENSG00000212321	RNU3B1
ENSG00000212321	GM22865
ENSG00000212321	RNU3B3
ENSG00000212321	GM24949
ENSG00000212321	GM25203
ENSG00000212321	RNU3B2
ENSG00000212321	GM23927
ENSG00000212321	GM24826
ENSG00000212321	GM25419
ENSG00000212321	RNU3B4
ENSG00000201825	GM24919
ENSG00000200795	GM24265
ENSG00000222765	GM25783
ENSG00000206764	GM25061
ENSG00000277583	GM27762
ENSG00000222629	GM22958
ENSG00000222629	GM25052
ENSG00000200789	GM25308
ENSG00000200789	GM24626
ENSG00000174483	BBS1
ENSG00000223217	GM22229
ENSG00000252797	GM22097
ENSG00000252830	N-R5S84
ENSG00000200254	GM22828
ENSG00000212199	GM25061
ENSG00000207964	GM27353
ENSG00000201050	GM24851
ENSG00000252915	GM24184
ENSG00000131480	AOC2
ENSG00000223238	GM24976
ENSG00000252342	GM23668
ENSG00000252342	GM25154
ENSG00000221023	GM24274
ENSG00000221711	GM22489
ENSG00000275291	GM22940
ENSG00000206603	GM23245
ENSG00000127364	TAS2R108
ENSG00000202195	GM24184
ENSG00000251770	GM26486
ENSG00000251770	GM22216
ENSG00000238721	GM25150
ENSG00000238721	GM25656
ENSG00000238721	GM27549
ENSG00000238721	GM23779
ENSG00000238721	GM25884
ENSG00000238721	GM23475
ENSG00000238721	GM27851
ENSG00000238721	GM26296
ENSG00000238721	GM24390
ENSG00000238721	GM27510
ENSG00000238721	GM23352
ENSG00000238721	GM26087
ENSG00000238721	GM23411
ENSG00000238721	GM26151
ENSG00000238721	GM27635
ENSG00000238721	GM24249
ENSG00000238721	GM25602
ENSG00000238721	GM22100
ENSG00000238721	GM27521
ENSG00000238721	GM28020
ENSG00000238721	GM24501
ENSG00000238721	GM22339
ENSG00000238721	GM27393
ENSG00000238721	GM22841
ENSG00000238721	GM27811
ENSG00000238721	GM25424
ENSG00000238721	GM27579
ENSG00000238721	GM22836
ENSG00000238721	GM27934
ENSG00000238721	GM25486
ENSG00000238721	GM25010
ENSG00000238721	GM22788
ENSG00000238721	GM27723
ENSG00000238721	GM27964
ENSG00000238721	GM26409
ENSG00000238721	GM23986
ENSG00000238721	GM25702
ENSG00000238721	GM24784
ENSG00000238721	GM23067
ENSG00000238721	GM24577
ENSG00000238721	GM22203
ENSG00000238721	GM24732
ENSG00000238721	GM23581
ENSG00000238721	GM27649
ENSG00000238721	GM27343
ENSG00000238721	GM27926
ENSG00000238721	GM22815
ENSG00000238721	GM25056
ENSG00000238721	GM24512
ENSG00000238721	GM25267
ENSG00000238721	GM24487
ENSG00000238721	GM22218
ENSG00000238721	GM23859
ENSG00000238721	GM24440
ENSG00000238721	GM27396
ENSG00000238721	GM26482
ENSG00000238721	GM23016
ENSG00000238721	GM26160
ENSG00000238721	GM23665
ENSG00000212176	N-R5S168
ENSG00000279457	WASH1
ENSG00000222663	GM25102
ENSG00000251888	GM26275
ENSG00000222238	GM25572
ENSG00000277968	GM27369
ENSG00000137449	CPEB2
ENSG00000207154	GM25280
ENSG00000207154	GM25682
ENSG00000170345	FOS
ENSG00000212373	GM23821
ENSG00000207299	GM23650
ENSG00000200243	GM24140
ENSG00000199165	GM24111
ENSG00000277306	GM27348
ENSG00000223284	GM26034
ENSG00000252496	GM23821
ENSG00000252535	GM27362
ENSG00000223116	GM25317
ENSG00000221656	GM24589
ENSG00000199450	GM24690
ENSG00000199450	GM22651
ENSG00000200761	GM24383
ENSG00000200806	GM22385
ENSG00000252747	GM23956
ENSG00000200153	GM25930
ENSG00000206898	GM24454
ENSG00000277119	GM27715
ENSG00000200714	GM24184
ENSG00000252145	GM23210
ENSG00000206836	GM24925
ENSG00000206836	GM24461
ENSG00000206836	GM24491
ENSG00000252677	GM22588
ENSG00000252677	GM26040
ENSG00000200114	N-R5S36
ENSG00000202027	GM22016
ENSG00000202027	GM22508
ENSG00000202027	GM24372
ENSG00000201925	GM25018
ENSG00000206700	GM24131
ENSG00000200026	GM23182
ENSG00000171368	TPPP
ENSG00000207507	GM25869
ENSG00000207507	GM25709
ENSG00000212561	GM25797
ENSG00000203908	KHDC3
ENSG00000203908	GM20509
ENSG00000207005	GM26110
ENSG00000207005	GM22513
ENSG00000207005	RNU1B1
ENSG00000207005	GM22614
ENSG00000207005	RNU1B2
ENSG00000207005	GM24136
ENSG00000207005	GM24830
ENSG00000207005	GM26232
ENSG00000207005	RNU1B6
ENSG00000207005	GM25890
ENSG00000207005	GM22042
ENSG00000266591	GM24275
ENSG00000206662	GM25427
ENSG00000260456	1700018B08RIK
ENSG00000238300	GM22888
ENSG00000252233	GM26102
ENSG00000252233	GM24749
ENSG00000200389	GM25834
ENSG00000273908	GM27538
ENSG00000205678	TECRL
ENSG00000200550	GM25143
ENSG00000201113	GM23422
ENSG00000252904	GM22516
ENSG00000207172	GM25521
ENSG00000222726	GM26020
ENSG00000252396	GM25339
ENSG00000238585	GM22016
ENSG00000238585	GM22508
ENSG00000238585	GM24372
ENSG00000252461	SNHG7
ENSG00000183155	RABIF
ENSG00000201791	GM22864
ENSG00000278050	GM27505
ENSG00000252833	N-R5S8
ENSG00000252833	GM25555
ENSG00000252833	GM23899
ENSG00000252833	GM22311
ENSG00000199849	GM23793
ENSG00000199849	GM22365
ENSG00000206674	GM22443
ENSG00000200366	GM25810
ENSG00000276442	N-R5S84
ENSG00000207156	GM26487
ENSG00000222543	GM22613
ENSG00000274430	GM27875
ENSG00000252481	GM25624
ENSG00000200058	N-R5S62
ENSG00000200431	GM25270
ENSG00000200431	GM22122
ENSG00000199635	RNY3
ENSG00000222659	GM23628
ENSG00000200161	GM25980
ENSG00000137707	BTG4
ENSG00000252065	GM25897
ENSG00000252065	GM24848
ENSG00000252544	GM23350
ENSG00000251874	GM24678
ENSG00000253085	GM26347
ENSG00000207136	GM24796
ENSG00000271819	GM22491
ENSG00000271819	GM26038
ENSG00000252556	GM26484
ENSG00000251990	GM25621
ENSG00000251814	GM26274
ENSG00000251814	GM26353
ENSG00000201772	SNORA5C
ENSG00000202034	GM22208
ENSG00000207163	GM26103
ENSG00000207163	GM25268
ENSG00000274467	N-R5S94
ENSG00000274467	N-R5S79
ENSG00000252523	GM26049
ENSG00000274544	GM24453
ENSG00000199843	GM23918
ENSG00000239195	GM24299
ENSG00000222230	GM27977
ENSG00000251815	GM22373
ENSG00000200530	SNORD35B
ENSG00000127588	GNG13
ENSG00000200759	GM24204
ENSG00000200759	GM26131
ENSG00000172403	SYNPO2
ENSG00000222206	GM23466
ENSG00000252012	GM23918
ENSG00000277184	GM22457
ENSG00000277184	GM25800
ENSG00000277184	GM23626
ENSG00000277184	GM24438
ENSG00000169213	RAB3B
ENSG00000273570	GM27582
ENSG00000275069	GM27849
ENSG00000202183	GM24500
ENSG00000202183	GM24728
ENSG00000202183	GM24460
ENSG00000202183	GM25588
ENSG00000202183	GM25582
ENSG00000202183	GM26495
ENSG00000280498	GM23454
ENSG00000199858	GM22894
ENSG00000199858	GM24400
ENSG00000206758	GM24389
ENSG00000206758	GM25473
ENSG00000206758	GM24168
ENSG00000207241	GM24494
ENSG00000222783	GM23867
ENSG00000274293	GM27940
ENSG00000274293	GM27679
ENSG00000274293	GM28000
ENSG00000202167	GM23294
ENSG00000202167	GM22979
ENSG00000280615	GM24184
ENSG00000276685	GM27940
ENSG00000276685	GM27679
ENSG00000276685	GM28000
ENSG00000251822	GM26363
ENSG00000251822	GM22729
ENSG00000252122	GM22516
ENSG00000222588	GM26158
ENSG00000251941	N-R5S32
ENSG00000207297	SNORD7
ENSG00000125703	ATG4C
ENSG00000251756	GM23740
ENSG00000200610	GM24379
ENSG00000207344	GM23245
ENSG00000206938	GM25995
ENSG00000207130	GM24338
ENSG00000203783	PRR9
ENSG00000276609	GM27280
ENSG00000202095	GM26403
ENSG00000252218	MIR1839
ENSG00000201500	GM23787
ENSG00000252473	GM24493
ENSG00000252473	GM24147
ENSG00000252473	GM25480
ENSG00000252473	GM26494
ENSG00000252473	GM25697
ENSG00000276730	GM27265
ENSG00000275646	GM27301
ENSG00000221066	SNORD111
ENSG00000173950	XXYLT1
ENSG00000222990	GM24695
ENSG00000252624	GM27490
ENSG00000206762	GM26468
ENSG00000222767	GM24184
ENSG00000206737	GM26110
ENSG00000206737	GM22513
ENSG00000206737	RNU1B1
ENSG00000206737	GM22614
ENSG00000206737	RNU1B2
ENSG00000206737	GM24136
ENSG00000206737	GM24830
ENSG00000206737	GM26232
ENSG00000206737	RNU1B6
ENSG00000206737	GM25890
ENSG00000206737	GM22042
ENSG00000252634	GM25389
ENSG00000252526	GM22603
ENSG00000199364	GM24188
ENSG00000201168	N-R5S56
ENSG00000207027	GM24151
ENSG00000277572	GM27940
ENSG00000277572	GM27679
ENSG00000277572	GM28000
ENSG00000201898	GM24061
ENSG00000207041	GM22295
ENSG00000207041	GM26317
ENSG00000252409	GM23386
ENSG00000099194	SCD2
ENSG00000099194	SCD1
ENSG00000099194	SCD3
ENSG00000201209	SNORD42B
ENSG00000222808	GM23429
ENSG00000252313	N-R5S21
ENSG00000200107	GM24960
ENSG00000211571	GM24273
ENSG00000200253	GM22542
ENSG00000207579	GM25083
ENSG00000116198	CEP104
ENSG00000252408	GM23615
ENSG00000238622	GM23262
ENSG00000207504	GM23570
ENSG00000200418	GM24201
ENSG00000212149	GM26251
ENSG00000251835	GM23879
ENSG00000201794	GM22014
ENSG00000253048	GM22479
ENSG00000201999	GM25606
ENSG00000207113	GM26285
ENSG00000280071	D10JHU81E
ENSG00000277630	ANKRD26
ENSG00000206848	GM25061
ENSG00000115355	CCDC88A
ENSG00000212473	GM23727
ENSG00000108107	RPL28
ENSG00000099800	TIMM13
ENSG00000222960	GM26203
ENSG00000100441	KHNYN
ENSG00000212571	GM22853
ENSG00000200397	GM24184
ENSG00000252642	N-R5S40
ENSG00000266692	GM22871
ENSG00000088038	CNOT3
ENSG00000272385	GM23556
ENSG00000269237	ZFP429
ENSG00000269237	ZFP738
ENSG00000269237	ZFP953
ENSG00000269237	ZFP58
ENSG00000269237	ZFP874B
ENSG00000269237	RSLCAN18
ENSG00000269237	ZFP874A
ENSG00000269237	ZFP65
ENSG00000269237	ZFP595
ENSG00000269237	ZFP708
ENSG00000269237	ZFP457
ENSG00000269237	ZFP456
ENSG00000269237	ZFP273
ENSG00000269237	ZFP85
ENSG00000269237	ZFP493
ENSG00000269237	RSL1
ENSG00000269237	ZFP455
ENSG00000269237	GM28557
ENSG00000269237	ZFP87
ENSG00000269237	ZFP458
ENSG00000269237	ZFP72
ENSG00000269237	ZFP459
ENSG00000269237	GM9894
ENSG00000277947	RNU3A
ENSG00000206917	GM25515
ENSG00000264452	GM22394
ENSG00000207255	GM22301
ENSG00000207255	GM22281
ENSG00000252311	GM23021
ENSG00000252311	GM25426
ENSG00000201142	GM23294
ENSG00000201142	GM22979
ENSG00000209645	GM24067
ENSG00000201183	GM25513
ENSG00000201183	GM24977
ENSG00000206633	GM22748
ENSG00000207503	GM22293
ENSG00000207503	GM23451
ENSG00000207503	GM23299
ENSG00000252352	GM26251
ENSG00000165568	AKR1E1
ENSG00000252861	GM24773
ENSG00000252861	GM25657
ENSG00000115556	PLCD4
ENSG00000276530	GM27636
ENSG00000251906	GM22796
ENSG00000200355	GM24061
ENSG00000207450	GM24184
ENSG00000201469	N-R5S195
ENSG00000252183	GM23148
ENSG00000200084	SNORD68
ENSG00000201084	RNY3
ENSG00000206885	SNORA75
ENSG00000273515	GM27545
ENSG00000207261	GM22951
ENSG00000199646	GM24775
ENSG00000280894	GM26047
ENSG00000280894	GM23786
ENSG00000207352	GM25518
ENSG00000100284	TOM1
ENSG00000081019	RSBN1
ENSG00000278218	GM27980
ENSG00000206900	GM25021
ENSG00000221060	GM22488
ENSG00000206778	GM24150
ENSG00000001629	ANKIB1
ENSG00000201410	GM24357
ENSG00000222236	GM26405
ENSG00000199047	GM25301
ENSG00000274284	GM24184
ENSG00000162571	TTLL10
ENSG00000221551	GM25111
ENSG00000207112	GM22743
ENSG00000207112	GM22765
ENSG00000207112	GM24095
ENSG00000207112	GM22579
ENSG00000207112	GM24539
ENSG00000207112	GM24945
ENSG00000206733	GM23570
ENSG00000253000	GM22809
ENSG00000253000	GM24405
ENSG00000200665	GM23452
ENSG00000131400	NAPSA
ENSG00000199482	GM23203
ENSG00000252755	GM24296
ENSG00000222854	N-R5S84
ENSG00000203970	DEFB41
ENSG00000103375	AQP8
ENSG00000145087	STXBP5L
ENSG00000212374	GM22084
ENSG00000212374	GM22212
ENSG00000212374	GM22080
ENSG00000212374	GM24382
ENSG00000202060	GM26405
ENSG00000278590	RN7S1
ENSG00000278590	RN7S2
ENSG00000202142	GM25224
ENSG00000202142	GM25854
ENSG00000222111	GM24383
ENSG00000215305	VPS16
ENSG00000207170	GM23229
ENSG00000207170	GM22593
ENSG00000207170	GM24477
ENSG00000265735	RN7S6
ENSG00000271982	SNORD58B
ENSG00000271982	GM22354
ENSG00000252864	N-R5S182
ENSG00000198972	GM24111
ENSG00000252094	GM27490
ENSG00000277761	IGHV7-4
ENSG00000277761	IGHV7-3
ENSG00000277761	IGHV6-6
ENSG00000277761	IGHV6-7
ENSG00000277761	IGHV10-3
ENSG00000277761	IGHV7-2
ENSG00000277761	IGHV13-2
ENSG00000277761	IGHV6-3
ENSG00000277761	IGHV7-1
ENSG00000277761	IGHV10-1
ENSG00000277761	IGHV6-5
ENSG00000252104	GM24316
ENSG00000201474	GM22359
ENSG00000200037	N-R5S84
ENSG00000199334	N-R5S144
ENSG00000185658	BRWD1
ENSG00000273961	GM28032
ENSG00000106689	LHX2
ENSG00000206882	N-R5S85
ENSG00000272533	SNORA28
ENSG00000201676	GM24184
ENSG00000199327	GM23314
ENSG00000222832	GM22687
ENSG00000200338	GM23322
ENSG00000200338	GM23737
ENSG00000206649	GM24615
ENSG00000276015	GM27539
ENSG00000223215	GM24854
ENSG00000202175	N-R5S197
ENSG00000252970	N-R5S43
ENSG00000105672	ETV2
ENSG00000198975	GM24111
ENSG00000252780	N-R5S189
ENSG00000206712	GM25987
ENSG00000212404	GM24184
ENSG00000273532	GM27483
ENSG00000131899	LLGL1
ENSG00000134769	DTNA
ENSG00000201966	GM24601
ENSG00000201856	N-R5S175
ENSG00000207031	SNORD59A
ENSG00000202231	GM22457
ENSG00000202231	GM25800
ENSG00000202231	GM23626
ENSG00000202231	GM24438
ENSG00000138081	FBXO11
ENSG00000251994	GM26020
ENSG00000206605	GM25367
ENSG00000202059	GM22620
ENSG00000115875	SRSF7
ENSG00000252562	GM22297
ENSG00000252562	GM24121
ENSG00000277542	GM27898
ENSG00000252661	GM22085
ENSG00000199246	GM22911
ENSG00000252190	GM26183
ENSG00000252190	GM25913
ENSG00000252190	GM27653
ENSG00000252190	GM23119
ENSG00000200495	GM23640
ENSG00000199674	GM26176
ENSG00000200652	GM23172
ENSG00000200652	GM22088
ENSG00000117016	RIMS3
ENSG00000251703	GM24392
ENSG00000251703	GM24667
ENSG00000252506	GM24917
ENSG00000206615	GM25431
ENSG00000199556	N-R5S36
ENSG00000223263	GM25834
ENSG00000222790	GM24635
ENSG00000226572	SNORD57
ENSG00000115827	DCAF17
ENSG00000201382	GM26164
ENSG00000198933	TBKBP1
ENSG00000200796	GM24737
ENSG00000200218	GM23253
ENSG00000209702	GM25506
ENSG00000064655	EYA2
ENSG00000222636	GM22718
ENSG00000212595	GM23764
ENSG00000201533	GM24190
ENSG00000201533	GM23789
ENSG00000201325	N-R5S32
ENSG00000252213	MIR1949
ENSG00000201595	N-R5S165
ENSG00000208797	SNORD73A
ENSG00000202252	SNORD14C
ENSG00000238578	SNORD4A
ENSG00000222126	GM25572
ENSG00000253006	GM25219
ENSG00000206598	GM26064
ENSG00000252637	GM22562
ENSG00000201583	GM25545
ENSG00000111796	KLRB1F
ENSG00000111796	RP24-127M20.8
ENSG00000111796	KLRB1A
ENSG00000111796	KLRB1B
ENSG00000111796	KLRB1C
ENSG00000111796	KLRB1
ENSG00000159403	C1RA
ENSG00000159403	C1RB
ENSG00000206652	GM26110
ENSG00000206652	GM22513
ENSG00000206652	RNU1B1
ENSG00000206652	GM22614
ENSG00000206652	RNU1B2
ENSG00000206652	GM24136
ENSG00000206652	GM24830
ENSG00000206652	GM26232
ENSG00000206652	RNU1B6
ENSG00000206652	GM25890
ENSG00000206652	GM22042
ENSG00000207508	RNU6-PS2
ENSG00000273537	GM27404
ENSG00000201592	GM24339
ENSG00000199910	N-R5S138
ENSG00000276965	GM27517
ENSG00000200986	GM25061
ENSG00000239127	GM24958
ENSG00000199730	GM25843
ENSG00000222108	GM27490
ENSG00000234602	MCIDAS
ENSG00000252601	GM26186
ENSG00000241587	GM22876
ENSG00000221303	GM25776
ENSG00000221303	GM23987
ENSG00000221303	GM24241
ENSG00000221303	GM25848
ENSG00000055070	SZRD1
ENSG00000252625	GM22739
ENSG00000281125	GM44476
ENSG00000281125	GM24993
ENSG00000202470	GM24184
ENSG00000238423	SNORD42B
ENSG00000277248	GM22958
ENSG00000277248	GM25052
ENSG00000252312	GM24358
ENSG00000252312	GM22227
ENSG00000206747	GM25061
ENSG00000277948	GM27373
ENSG00000278224	PRICKLE4
ENSG00000278224	GM21981
ENSG00000179094	PER1
ENSG00000252204	GM23172
ENSG00000252204	GM22088
ENSG00000223006	GM24248
ENSG00000196705	ZFP429
ENSG00000196705	ZFP738
ENSG00000196705	ZFP953
ENSG00000196705	ZFP58
ENSG00000196705	ZFP874B
ENSG00000196705	RSLCAN18
ENSG00000196705	ZFP874A
ENSG00000196705	ZFP65
ENSG00000196705	ZFP595
ENSG00000196705	ZFP708
ENSG00000196705	ZFP457
ENSG00000196705	ZFP456
ENSG00000196705	ZFP273
ENSG00000196705	ZFP85
ENSG00000196705	ZFP493
ENSG00000196705	RSL1
ENSG00000196705	ZFP455
ENSG00000196705	GM28557
ENSG00000196705	ZFP87
ENSG00000196705	ZFP458
ENSG00000196705	ZFP72
ENSG00000196705	ZFP459
ENSG00000196705	GM9894
ENSG00000222120	N-R5S152
ENSG00000279804	PRAMEL5
ENSG00000279804	GM3286
ENSG00000279804	GM7942
ENSG00000279804	AC165294.3
ENSG00000279804	AC123873.2
ENSG00000279804	GM16429
ENSG00000279804	PRAMEL4
ENSG00000279804	AC123873.3
ENSG00000279804	GM13119
ENSG00000279804	AC164084.3
ENSG00000279804	PRAMEF6
ENSG00000279804	AC125178.2
ENSG00000279804	AC140325.2
ENSG00000279804	AC140325.4
ENSG00000279804	GM7982
ENSG00000279804	GM7792
ENSG00000279804	GM13084
ENSG00000279804	GM13102
ENSG00000279804	B020004J07RIK
ENSG00000279804	GM7971
ENSG00000279804	GM13078
ENSG00000279804	GM13128
ENSG00000279804	GM10424
ENSG00000279804	AC125178.1
ENSG00000279804	OOG1
ENSG00000279804	GM13101
ENSG00000279804	GM6205
ENSG00000279804	GM13040
ENSG00000279804	GM13125
ENSG00000279804	PRAMEL7
ENSG00000279804	GM12789
ENSG00000279804	GM13089
ENSG00000279804	GM6351
ENSG00000279804	PRAMEL1
ENSG00000279804	GM7682
ENSG00000279804	AC125178.3
ENSG00000279804	GM12790
ENSG00000279804	PRAMEF25
ENSG00000279804	AC124606.1
ENSG00000279804	PRAMEF17
ENSG00000279804	GM10436
ENSG00000279804	AC163611.1
ENSG00000279804	GM13088
ENSG00000279804	AC165294.1
ENSG00000279804	AC165294.2
ENSG00000279804	AC123873.1
ENSG00000279804	GM3259
ENSG00000279804	OOG4
ENSG00000279804	GM13057
ENSG00000279804	AC124606.2
ENSG00000279804	GM16522
ENSG00000279804	GM12800
ENSG00000279804	GM16513
ENSG00000279804	BC080695
ENSG00000279804	GM12794
ENSG00000279804	AC164084.2
ENSG00000279804	OOG2
ENSG00000279804	D5ERTD577E
ENSG00000279804	PRAMEF12
ENSG00000279804	GM13023
ENSG00000279804	C130073F10RIK
ENSG00000279804	AC163611.2
ENSG00000279804	GM16427
ENSG00000279804	GM13083
ENSG00000279804	C87977
ENSG00000279804	AC140325.3
ENSG00000279804	GM13103
ENSG00000279804	PRAMEL6
ENSG00000279804	GM13043
ENSG00000279804	AA792892
ENSG00000279804	AC140365.1
ENSG00000279804	C87499
ENSG00000279804	AC140325.1
ENSG00000279804	AC133095.2
ENSG00000279804	GM3139
ENSG00000279804	GM6367
ENSG00000279804	AC133095.1
ENSG00000279804	GM16367
ENSG00000279804	BC061212
ENSG00000279804	E330014E10RIK
ENSG00000279804	GM3106
ENSG00000279804	GM7978
ENSG00000279804	GM2042
ENSG00000279804	PRAMEF8
ENSG00000279804	C87414
ENSG00000279804	OOG3
ENSG00000279804	GM6502
ENSG00000279804	GM6509
ENSG00000279804	GM3183
ENSG00000279804	AC126035.1
ENSG00000279804	GM3147
ENSG00000252686	GM24223
ENSG00000252686	GM24149
ENSG00000280466	GM23370
ENSG00000280466	GM26413
ENSG00000280466	GM22813
ENSG00000280466	GM25820
ENSG00000280466	GM22897
ENSG00000276345	MRPL23
ENSG00000200623	GM23344
ENSG00000136161	RCBTB2
ENSG00000221705	GM22676
ENSG00000221705	GM24595
ENSG00000201182	GM25851
ENSG00000248871	TNFSFM13
ENSG00000252512	GM23152
ENSG00000202503	SNORD34
ENSG00000201185	N-R5S104
ENSG00000252840	GM22341
ENSG00000252840	GM25857
ENSG00000252840	GM22840
ENSG00000222317	GM22556
ENSG00000187607	ZFP286
ENSG00000238754	GM25663
ENSG00000199337	N-R5S123
ENSG00000200427	GM25427
ENSG00000278039	GM27520
ENSG00000199652	GM25914
ENSG00000199652	GM26290
ENSG00000207227	GM22681
ENSG00000274396	GM27868
ENSG00000108813	DLX4
ENSG00000222788	GM24402
ENSG00000222788	GM25887
ENSG00000276496	GM27695
ENSG00000206690	GM26329
ENSG00000275307	GM27624
ENSG00000265145	SNORD53
ENSG00000239779	WBP1
ENSG00000274046	RNY3
ENSG00000252066	GM25259
ENSG00000252066	GM22970
ENSG00000252066	GM23887
ENSG00000274655	GM27733
ENSG00000222691	GM25020
ENSG00000202337	GM24859
ENSG00000167182	SP2
ENSG00000239050	GM27943
ENSG00000100744	GSKIP
ENSG00000200913	GM26330
ENSG00000199631	SNORD33
ENSG00000197748	CFAP43
ENSG00000206888	GM24261
ENSG00000201153	GM24435
ENSG00000172935	MRGPRF
ENSG00000222626	GM23628
ENSG00000112773	FAM46A
ENSG00000251807	GM24630
ENSG00000251807	GM26000
ENSG00000207328	GM25061
ENSG00000274491	GM27869
ENSG00000252635	GM24763
ENSG00000281025	GM25735
ENSG00000281025	GM24576
ENSG00000281025	GM23563
ENSG00000281025	GM25072
ENSG00000281025	GM24809
ENSG00000281025	GM25574
ENSG00000281025	GM27854
ENSG00000281025	GM27896
ENSG00000281025	GM22993
ENSG00000281025	GM27956
ENSG00000281025	GM22906
ENSG00000281025	GM27651
ENSG00000281025	GM27316
ENSG00000281025	GM22662
ENSG00000281025	GM22642
ENSG00000281025	GM27826
ENSG00000251837	GM24184
ENSG00000199880	GM23847
ENSG00000207166	SNORA68
ENSG00000252965	GM24184
ENSG00000207280	GM24148
ENSG00000171209	CSN3
ENSG00000223096	GM24043
ENSG00000212443	GM24119
ENSG00000196277	GRM7
ENSG00000200879	SNORD14E
ENSG00000273621	GM27820
ENSG00000253083	GM24876
ENSG00000201367	GM27944
ENSG00000201367	GM22235
ENSG00000207089	GM25253
ENSG00000274606	GM28008
ENSG00000222608	N-R5S48
ENSG00000223107	GM24840
ENSG00000207394	GM26076
ENSG00000207394	GM23958
ENSG00000100330	MTMR3
ENSG00000252129	GM23946
ENSG00000115252	PDE1A
ENSG00000206799	GM22303
ENSG00000252188	GM26251
ENSG00000201006	GM24184
ENSG00000170266	GLB1
ENSG00000251915	GM27490
ENSG00000209482	GM22077
ENSG00000252689	GM24615
ENSG00000255408	PCDHA3
ENSG00000252553	N-R5S95
ENSG00000252553	N-R5S14
ENSG00000222207	GM27490
ENSG00000252205	GM25061
ENSG00000200753	GM23650
ENSG00000252667	N-R5S65
ENSG00000197594	ENPP1
ENSG00000165338	HECTD2
ENSG00000222114	GM22085
ENSG00000201752	GM22294
ENSG00000212358	GM26133
ENSG00000212358	GM22476
ENSG00000212358	GM26369
ENSG00000179636	TPPP2
ENSG00000201736	N-R5S210
ENSG00000199985	GM27959
ENSG00000199985	GM22527
ENSG00000199985	GM24186
ENSG00000201384	GM25859
ENSG00000201384	GM27619
ENSG00000201384	GM23404
ENSG00000201384	GM23939
ENSG00000201384	GM25876
ENSG00000123737	EXOSC9
ENSG00000252998	GM25987
ENSG00000199301	GM25930
ENSG00000200112	GM23650
ENSG00000275174	GM25061
ENSG00000278817	DGCR6
ENSG00000251861	GM24682
ENSG00000251861	GM26215
ENSG00000201869	GM26227
ENSG00000253080	GM23764
